"","CON-001","CON-002","CON-003","CON-004","CON-005","CON-006","CON-007","CON-008","CON-009","CON-010","CON-011","CON-012","CON-013","CON-014","CON-015","CON-016","CON-017","CON-018","CON-019","CON-020","CON-021","CON-022","CON-023","CON-026","CON-027","CON-028","CON-029","CON-031","CON-032","CON-033","CON-034","CON-035","CON-036","CON-037","CON-038","CON-039","CON-040","CON-041","CON-042","CON-043","CON-044","CON-045","CON-046","CON-047","CON-048","CON-049","CON-050","CON-051","CON-052","CON-053","CON-054","CON-055","CON-056","CON-057","CON-058","CON-059","CON-060","CON-061","CON-062","CON-063","CON-064","CON-065","CON-066","CON-067","CON-068","CON-069","CON-070","CON-071","CON-072","CON-073","CON-074","CON-075","CON-076","CON-077","CON-078","CON-079","CON-080","CON-081","CON-082","CON-083","CON-084","CON-085","CON-086","CON-087","CON-088","CON-089","CON-090","CON-091","CON-092","CON-093","CON-095","CON-096","CON-097","CON-098","CON-099","CON-101","CON-104","CON-105","CON-106","CON-107","DLF001","DLF002","DLF003","DLF004","DLF005","DLF006","DLF007","DLF008","DLF009","DLF010","DLF012","DLF013","DLF014","DLM001","DLM002","DLM003","DLM004","DLM005","DLM006","DLM007","DLM008","DLM009","DLM010","DLM011","DLM012","DLM013","DLM014","DLM015","DLM016","DLM017","DLM018","DLM019","DLM020","DLM021","DLM022","DLM023","DLM024","DLM027","DLM028","DOF002","DOF003","DOF004","DOF006","DOF007","DOF008","DOF009","DOF010","DOF011","DOF012","DOF013","DOF014","DOM001","DOM003","DOM005","DOM008","DOM010","DOM012","DOM013","DOM014","DOM015","DOM016","DOM017","DOM018","DOM019","DOM020","DOM021","DOM022","DOM023","DOM024","DOM025","DOM026","NLF001","NLF002","NLF005","NLF006","NLF007","NLF008","NLF009","NLF010","NLF011","NLF012","NLF013","NLF014","NLF015","NLM001","NLM002","NLM003","NLM004","NLM005","NLM006","NLM007","NLM008","NLM009","NLM010","NLM015","NLM016","NLM017","NLM021","NLM022","NLM023","NLM024","NLM025","NLM026","NLM027","NLM028","NLM029","NLM031","NLM032","NOF001","NOF002","NOF004","NOF005","NOF006","NOF007","NOF008","NOF009","NOF010","NOF011","NOF012","NOF013","NOF014","NOM001","NOM002","NOM004","NOM005","NOM007","NOM008","NOM009","NOM010","NOM012","NOM013","NOM014","NOM015","NOM016","NOM017","NOM018","NOM019","NOM020","NOM022","NOM023","NOM025","NOM026","NOM027","NOM028","NOM029","T2D-001","T2D-002","T2D-003","T2D-004","T2D-005","T2D-006","T2D-007","T2D-008","T2D-009","T2D-010","T2D-011","T2D-012","T2D-013","T2D-014","T2D-015","T2D-016","T2D-017","T2D-018","T2D-019","T2D-020","T2D-021","T2D-022","T2D-023","T2D-024","T2D-025","T2D-026","T2D-028","T2D-029","T2D-030","T2D-031","T2D-036","T2D-039","T2D-040","T2D-041","T2D-042","T2D-043","T2D-044","T2D-045","T2D-046","T2D-047","T2D-048","T2D-049","T2D-050","T2D-051","T2D-052","T2D-053","T2D-054","T2D-055","T2D-056","T2D-057","T2D-058","T2D-059","T2D-060","T2D-062","T2D-063","T2D-064","T2D-065","T2D-066","T2D-067","T2D-068","T2D-069","T2D-070","T2D-071","T2D-072","T2D-073","T2D-074","T2D-075","T2D-076","T2D-077","T2D-078","T2D-079","T2D-080","T2D-081","T2D-082","T2D-083","T2D-084","T2D-085","T2D-086","T2D-087","T2D-088","T2D-089","T2D-090","T2D-091","T2D-092","T2D-093","T2D-094","T2D-095","T2D-096","T2D-097","T2D-098","T2D-099","T2D-100","T2D-101","T2D-102","T2D-103","T2D-104","T2D-105","T2D-106","T2D-107"
"s__Selenomonas_flueggei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Selenomonas_noxia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Phascolarctobacterium_succinatutens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5672,0,0,0,0,0,0,0,0,783,0,0,0,0,0,0,0,0,0,0,0,4571273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59514,0,0,0,0,0,0,0,0,0,1307433,0,1004661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614650,0,1355478,0,0,0,0,0,0,0,416951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585083,0,0,0,1363978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331147,0,0,0,0,0,0,1347645,0,0,0,0,0,0,0,0,0,0,0,0,1052379,868454,0,0,0,0,0,0,0,0,0,0,969814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1915594,2491975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5014008,0,0,0,564454,0,0,0,0,6491174,0,0,0,0,1955941,1857432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3701599,0,0,0,0,3357748,0,0,0,3899029,327166,0,1681771,0,0,0,0,0,0,0,2500944,0,0,0,0,0,0,4489790,0,0,0
"s__Acidaminococcus_fermentans",0,0,0,0,0,79355,0,0,0,0,0,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93120,0,0,0,0,0,0,0,19925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2368,0,0,0,0,0,3619,7135,0,0,0,0,0,7718,0,0,0,0,0,2409,1035,0,0,0,0,0,0,0,115139,0,0,0,0,3431,0,0,0,7850,0,0,1465,69533,637,0,0,13190,0,0,0,0,0,0,0,0,0,0,0,0,243199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25266,11406,0,0,0,0,0,0,0,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12515,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,73709,0,0,0,145990,0,0,0,149977,21214,335477,0,0,493921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1623223,0,0,0,0,632023,0,0,0,0,101608,0,0,0,0,0,0,5586,4603,0,0,0,0,0,1610195,0,0,0,0,0,0,41184,0,0,492364,0,0,0,0,0,0
"s__Acidaminococcus_intestini",0,6863,0,0,0,54078,0,1008,0,0,0,2637,0,0,0,0,1635,0,0,0,0,0,7906,0,0,3396,0,0,0,0,0,0,0,0,0,0,0,0,6927,0,0,0,0,0,0,0,0,695,0,0,0,0,0,0,0,0,76452,6182,0,0,0,0,8558,0,1368,0,0,0,0,0,9405,0,7233,0,1794,162,0,0,37853,2252,0,0,0,0,0,4684,0,0,0,0,0,0,10631,0,0,0,0,0,0,0,0,0,0,0,0,2641,0,0,0,1393,0,0,36760,0,0,8692,0,866,0,0,0,0,0,3725,0,0,0,0,0,0,7045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8417,6249,0,0,0,0,0,0,0,168,0,596,0,0,0,0,0,8122,0,3866,0,0,0,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6166,6296,0,0,1026,0,0,24013,0,0,0,0,0,0,0,0,0,0,0,0,0,4504,0,0,2809,1452,0,0,0,0,0,0,0,0,0,1809,25235,0,0,0,0,0,2494,7873,0,0,0,0,0,6659,0,0,8683,5361,0,2333,36716,0,0,0,134329,11802,133903,0,0,369960,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,218,104452,0,0,0,314034,12101,0,0,0,0,23725,0,4187,11697,0,0,0,0,0,0,0,0,191,0,489318,0,0,0,1430,0,0,25653,0,0,1716,3630,0,0,0,0,0
"s__Megasphaera_elsdenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,108711,0,0,0,0,0,0,0,0,0,0,0,10599,0,0,0,0,0,0,8445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744296,124168,0,0,0,0,2284,0,0,0,0,0,0,0,0,0,72340,0,0,815,0,0,33165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69326,0,0,0,0,0,0,0,629,0,0,0,0,0,0,71117,0,0,0,0,118181,0,0,0,0,0,0,0,0,0,0,0,0,7892,0,0,0,0,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5323,31563,0,0,0,0,0,0,0,0,820,0,0,0,256991,0,0,0,0,11356,32142,0,0,378928,0,0,0,0,0,0,0,536443,0,0,0,0,0,0,0,0,0,0,0,0,59835,0,0,0,1183,0,0,0,0,0,0,372003,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,610,0,6769,0,0,0,0,0,0,0,0,0
"s__Megasphaera_micronuciformis",0,0,0,0,0,0,7488,0,0,3680,0,187252,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,5982,0,0,0,0,24266,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398087,0,0,0,961,0,0,0,0,0,0,0,0,0,0,10927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58960,0,0,0,49241,0,0,0,0,0,0,0,0,0,0,0,0,0,27073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7162,0,6468,0,9691,3945,0,1147,0,0,0,0,0,0,0,0,5859,0,0,0,33723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290,0,0,0,0,0,0,0,0,16475,0,0,0,0,15677,0,0,0,0,22154,0,122927,0,0,0,6313,0,44553,19448,0,0,0,0,57494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57910,0,0,0,0,0,0,0,0,5927,0,0,0,0,0,0,0,0,0,0,377805,0,0,0,0,0,0,0,0,0,7805,0,0,0,0,0,0,0,0,0,0,0,0,8814,59281,0,0,26834,0,0
"s__Anaeroglobus_geminatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963,0,0,0,0,0,0,0,0,0,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111613,0,0,0,0,0,928,0,0,0,0,0,333,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16855,0,0,0,0,0,0,0,0,1528519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26395,0,0,0,0,0,0
"s__Dialister_micraerophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,0,0,0,0,0,0,0,5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Dialister_invisus",0,0,16505,0,0,0,0,0,0,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561275,39878,0,0,0,3005,0,0,0,0,1100799,0,0,0,0,0,0,8815,6767534,137194,0,0,0,0,125357,0,0,0,0,0,0,0,6052,0,0,0,0,0,0,0,0,0,0,2293,0,0,0,0,0,0,49806,15889,0,0,0,0,0,0,0,0,0,0,2862,0,0,0,0,0,0,0,26412,0,0,1194480,0,448813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,149686,0,0,0,0,0,359139,0,0,0,0,0,4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,0,16846,0,624,0,474809,0,0,0,0,0,0,0,12705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237786,0,0,0,0,0,4588370,0,0,0,1402480,0,0,36640,0,0,0,0,0,0,0,0,0,0,0,0,0,16925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706,1078433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136513,0,97924,0,0,0,0,0,0,0,0,0,0,916,0,0,0,2358,0,0
"s__Dialister_succinatiphilus",0,0,389,0,4150820,13511,0,0,0,123,0,0,0,402,6201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8892231,0,0,0,0,0,0,5382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84626,0,0,0,0,872877,0,0,0,0,0,0,0,0,0,0,0,211106,0,0,3279,220,1406138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757840,0,0,0,29588,0,0,2527339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,13236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70003,0,0,0,0,0,0,0,24997,0,0,0,0,0,0,0,0,0,0,0,0,0,1149225,0,0,0,1184,0,604383,0,0,0,0,1140642,0,428,0,0,0,0,0,0,0,0,2301,0,0,0,0,0,0,0,568512,0,0,0,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4999,0,0,0,0,0,0,0,0,0,0,0,0
"s__Veillonella_ratti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Veillonella_atypica",0,0,83674,3109,0,0,0,0,0,48812,0,103709,0,0,960,59112,27276,0,20614,0,0,0,0,29742,0,12288,9675,0,0,0,1731,0,30584,2419,16111,0,52929,0,0,0,0,0,0,0,0,0,794,22730,0,0,0,0,828,0,0,0,19222,37907,13956,48614,0,0,0,0,30966,13516,0,0,256,0,0,67516,1008,14250,0,0,3629,0,11767,0,2181,0,0,0,0,0,22177,0,4097,0,0,0,0,0,4231,3158,2196,16723,0,3771,0,0,0,4511,0,0,6418,6198,0,0,0,0,0,0,2739,0,0,0,22675,0,0,347325,0,0,0,0,0,0,0,0,0,0,0,0,1863,0,0,0,0,0,2448,0,0,0,11867,0,0,0,11209,0,0,0,1240,0,0,0,19176,0,0,0,0,0,0,0,0,24081,50416,0,0,0,0,0,828,2017,0,36236,0,0,664,322,0,0,35964,99092,0,51475,0,29220,36268,18308,12000,0,0,19581,0,0,0,1297,0,18924,0,0,0,339017,0,12505,0,282512,4170,23794,12861,0,0,0,0,0,0,0,0,0,0,18132,4035,35961,129,0,6553,5641,0,0,0,0,0,0,117,49395,0,0,528,0,0,12569,33008,3972,7497,0,0,0,113170,682,79666,0,0,34053,0,407,565,0,2872,0,3838,6778,0,0,2152,0,10438,33093,0,45484,0,0,38138,0,0,0,0,10081,0,7547,0,0,0,0,0,9900,3110,0,0,62139,2191,0,15225,4780,15411,3556,0,0,1223,5755,2142,0,0,0,0,2089,0,446,0,56454,0,0,0,0,104808,8128,0,3435,0,0,0,0,22499,0,171517,1885,0,0,0,141,133,0,104742,684,0,0,0,0,50950,2341,0,264958,1888,0
"s__Veillonella_dispar",0,0,193980,0,0,0,0,0,0,10206,0,23033,0,0,4015,10525,6950,0,3497,0,0,0,0,2086,0,0,0,0,0,0,1002,0,6381,1230,1844,0,19471,0,0,0,0,0,0,0,0,0,3753,1928,0,0,0,9643,393,0,0,0,17689,7020,4686,3736,0,0,0,0,29418,1267,0,0,0,0,0,2184,0,1733,0,0,3505,0,7785,0,0,0,7913,0,0,0,10901,0,0,0,0,0,0,0,0,5144,308,0,0,0,0,0,0,9210,0,0,10402,2863,0,0,0,0,0,0,0,0,0,0,0,0,0,170107,3549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,2343,0,0,0,242,0,1296,0,1754,1580,0,0,0,0,0,0,0,188,318370,0,0,0,0,222,12352,1815,0,6519,1067,0,0,1024,0,0,3879,7284,0,15054,0,114983,10515,12581,5766,0,537,5875,0,0,0,2007,0,44619,0,0,0,102489,0,3624,0,133718,0,7011,1114,0,0,0,0,0,0,0,0,434,0,12986,10647,1917,0,358,3925,0,0,0,0,0,0,0,0,39881,0,0,4257,1444,0,19351,12312,13045,2644,0,0,0,337539,0,0,0,0,19744,0,6658,0,0,5761,0,3459,3348,2038,0,67841,0,5520,44389,0,1381,0,0,13815,0,0,0,767,0,0,1944,0,0,0,0,0,18560,0,0,0,26039,0,0,1370,2697,7496,7424,0,0,1921,0,19447,754,0,0,0,1246,0,0,0,19677,0,0,0,0,33425,3361,0,1515,0,0,0,0,2424,0,190543,0,0,0,594,0,0,0,10255,0,362,0,0,7028,16392,3621,0,54298,0,0
"s__Veillonella_parvula",0,7790,426089,4340,907,1392,2103,8873,30995,54999,0,501977,1537,20024,104600,32298,7932,5256,14158,0,1644,4604,0,83780,6116,23183,290798,94252,0,0,26809,0,17717,19593,11248,6313,26537,0,236,19840,0,0,7346,0,3178,70648,626599,157981,10434,10541,0,20171,14759,10281,4160,8854,276798,16045,29866,3290,4606,0,0,0,58837,100904,7443,20712,4369,0,6582,175977,27585,0,0,1220,2146639,0,161049,1578,18178,119,10084,3688,5710,37419,39797,7224,1138,3874,2649,20876,0,37837,10481,4538,103815,13291,1736,30612,0,3977,9640,49733,10645,337,82640,58526,0,8016,12788,22170,8760,0,15207,434,49728,0,37878,0,0,675792,22254,0,204992,0,0,5673,41248,1503,0,0,1877,0,1469,0,1981,24201,2300,5119,24298,30472,0,0,33654,597,0,3088,6201423,4693,0,0,171061,0,189230,0,0,2413,11203,38171,0,968,5585,0,0,22739,72575,4918,0,0,0,21612,15723,15328,248,5906,66377,0,2164,9108,0,0,22523,21969,3069,64130,282,75920,91743,16036,111107,81,15372,3776,0,0,537,5341,7391,174873,0,0,1749,1156815,0,11272,3282,591248,6837,139049,7184,1040,1758,0,0,0,2717,26410,0,13717,0,3122,14704,21867,604,16232,4889,4556,3481,6173,0,0,0,0,0,46525,0,0,9978,53576,12695,29108,40784,9593,11516,0,110145,104207,701016,3418,8838,113,4805,78750,1069,34920,25789,0,129729,0,46490,1493,298841,0,2710925,3837,689317,457876,1079,21136,0,5577,157974,0,0,0,48421,5086,3678,7412,795,618,0,0,0,14257,139,0,0,10949,5941,0,3855,267493,191069,272713,0,0,71143,4929,58162,115,0,0,0,8869,0,12182,0,117051,0,0,0,108418,83880,5337,0,30281,0,0,0,0,21876,13868,1103876,0,881,0,199386,32701,0,0,132437,257,4378,0,3568,1326237,342066,1210,0,122851,11620,5263
"s__Veillonella_sp_3_1_44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
